lyric_id,slug,lyrics,is_active,creation_date,last_modified
20,NULL,"Would you like to hear my song? I'm afraid it's rather long,<br />
Of the famous &quot;On to Richmond&quot; double trouble,<br />
Of a half a dozen trips and a half a dozen slips<br />
And the very latest bursting of the bubble.<br />
'Tis pretty hard to sing and, like a round, round ring,<br />
'Tis a dreadful knotty puzzle to unravel.<br />
Though all the papers swore, when we touched Virginia's shore,<br />
That Richmond was a hard road to travel.<br /><br />

<strong>Chorus:</strong><br />
Then pull off your coat and roll up your sleeve,<br />
Richmond is a hard road to travel.<br />
Then pull off your coat and roll up your sleeve,<br />
For Richmond is a hard road to travel, I believe.<br /><br />

First McDowell, bold and gay, set forth the shortest way<br />
By Manassas in the pleasant summer weather,<br />
But unfortunately ran on a Stonewall—foolish man!—<br />
And had a rocky journey altogether.<br />
And he found it rather hard to ride o'er Beauregard<br />
And Johnston proved a deuce of a bother.<br />
And 'twas clear beyond a doubt that he didn't like the route<br />
And a second time would have to try another.<br /><br />

<strong>Chorus:</strong><br />
Then pull off your coat and roll up your sleeve,<br />
Manassas is a hard road to travel.<br />
Manassas gave us fits, and Bull Run made us grieve,<br />
And Richmond is a hard road to travel, I believe.<br /><br />

Next came the Wooly Horse with an overwhelming force<br />
To march down to Richmond by the Valley,<br />
But he couldn't find the road, and his onward movement showed<br />
His campaigning was a mere shilly-shally.<br />
Then Commissary Banks, with his motley foreign ranks,<br />
Kicking up a great noise of fuss and flurry,<br />
Lost the whole of his supplies and, with tears in his eyes,<br />
From the Stonewall ran away in a hurry.<br /><br />

<strong>Chorus:</strong><br />
Then pull off your coat and roll up your sleeve,<br />
The Valley is the hard road to travel.<br />
The Valley wouldn't do, and we all had to leave,<br />
For Richmond is a hard road to travel, I believe.<br /><br />

Then McClellan followed soon, with both spade and balloon,<br />
To try the Peninsular approaches,<br />
But one and all agreed that his best rate of speed<br />
Was no faster than the slowest of slow coaches.<br />
Instead of easy ground, at Williamsburg he found<br />
A Longstreet indeed and nothing shorter;<br />
And it put him in the dumps that spades wasn't trumps,<br />
And the Hills he couldn't level as ordered!<br /><br />

<strong>Chorus:</strong><br />
Then pull off your coat and roll up your sleeve,<br />
For a Longstreet is a hard road to travel.<br />
Lay down the shovel, and throw away the spade,<br />
For Richmond is a hard road to travel, I'm afraid.<br /><br />

Then Lincoln said to Pope, &quot;You can make the trip, I hope.<br />
I will save the universal Yankee nation!<br />
To make sure of no defeat, I'll leave no line of retreat,<br />
And issue a famous proclamation!&quot;<br />
But that same dreaded Jackson, this fella laid his whacks on<br />
And made him, by compulsion, a seceder.<br />
And Pope took rapid flight from Manassas' second fight,<br />
'Twas his very last appearance as a leader.<br /><br />

<strong>Chorus:</strong><br />
Then pull off your coat and roll up your sleeve,<br />
For a Stonewall is a hard road to travel.<br />
Pope did his very best but was evidently sold,<br />
For Richmond is a hard road to travel, I am told.<br /><br />

Last of all the brave Burnside, with his pontoon bridges, tried<br />
A road no one had thought of before him,<br />
With two hundred thousand men for the Rebel slaughter pen<br />
And the blessed Union flag waving o'er him.<br />
But he met a fire like hell of canister and shell<br />
That mowed down his men with great a-slaughter.<br />
'Twas a shocking sight to view, that second Waterloo,<br />
And the river ran with more blood than with water.<br /><br />

<strong>Chorus:</strong><br />
Then pull off your coat and roll up your sleeve,<br />
Rappahannock is a hard road to travel.<br />
Burnside got in a trap, which caused him for to grieve,<br />
For Richmond is a hard road to travel, I believe.<br /><br />

Now we are very much perplexed to know who is the next<br />
To command the new Richmond expedition,<br />
For the capital must blaze, and that in ninety days,<br />
And Jeff and his men be sent to perdition.<br />
We'll take the cursed town, and burn it to the ground<br />
And plunder and hang each cursed Rebel.<br />
Yet the contraband was right when he told us they would fight:<br />
&quot;Oh, yes, massa, dey will fight like the debil!&quot;<br /><br />

<strong>Chorus:</strong><br />
Then pull off your coat and roll up your sleeves,<br />
For Richmond is a hard road to travel.<br />
Then pull off your coat and roll up your sleeve,<br />
For Richmond is a hard road to travel, I believe.",1,2014-12-05 19:13:54,2014-12-13 15:01:58
21,NULL,"Nelly Bly! Nelly Bly! Bring the broom along,<br />
We'll sweep the kitchen clean, my dear,<br />
And have a little song.<br />
Poke de wood, my lady lub,<br />
And make that fire burn,<br />
And when I take the banjo down,<br />
Just give the mush a turn.<br /><br />

<strong>Chorus:</strong><br />
Heigh, Nelly! Ho, Nelly!<br />
Listen, lub/love, to me,<br />
I'll sing for you and play for you<br />
A dulcet melody.<br />
Heigh, Nelly! Ho, Nelly!<br />
Listen, lub/love, to me,<br />
I'll sing for you and play for you<br />
A dulcet melody.<br /><br />

Nelly Bly hab a voice like a turtle dove,<br />
I hears it in de meadow and I hears it in de grove.<br />
Nelly Bly have a heart warm as a cup of tea,<br />
An' bigger than the sweet potato down in Tennessee.<br /><br />

<strong>Chorus</strong><br /><br />

Nelly Bly shuts her eye when she goes to sleep.<br />
When she opes dem up again her eyeballs 'gin to peep.<br />
De way she walks, she lifts her foot,<br />
An' den she brings it down,<br />
And when it lights, there's music dar<br />
In that part of the town.<br /><br />

<strong>Chorus</strong><br /><br />

Nelly Bly! Nelly Bly! Neber, neber sigh;<br />
Neber bring de tear drop to de corner ob your eye.<br />
For de pie is made o' pumpkin'<br />
Mush is made o' corn,<br />
There's corn and pumpkins plenty, lub,<br />
Lyin' in de barn.<br /><br />

<strong>Chorus</strong><br /><br />",1,2014-12-16 14:49:11,2014-12-16 14:49:11
22,NULL,"Let us close our game of poker, take our tin cups in our hand<br />
While we gather 'round the cook's tent door<br />
Where dry mummies of hard crackers are given to each man,<br />
Oh, hard crackers, come again no more!<br /><br />

<strong>Chorus:</strong><br />
'Tis the song, the sigh of the hungry:<br />
&quot;Hard crackers, hard crackers, come again no more.<br />
Many days have you lingered upon my stomach sore.<br />
Oh, hard crackers, come again no more!&quot;<br /><br />

There's a hungry, thirsty soldier, who wears his life away<br />
With torn clothes, whose better days are o'er.<br />
He is sighing now for whiskey and, with throat as dry as hay,<br />
Sings, &quot;Hard crackers, come again no more!&quot;<br /><br />

<strong>Chorus</strong><br /><br />

'Tis the song that is uttered in camp, by night and day<br />
'Tis the wail that is mingled with each snore.<br />
'Tis the sighing of the soul, for spring chickens far away<br />
Oh, hard crackers, come again no more!<br /><br />

<strong>Chorus (x2)</strong>",1,2014-12-16 14:49:11,2014-12-16 14:57:56
24,NULL,"I'm dreaming now of Hally, sweet Hally, sweet Hally,<br />
I'm dreaming now of Hally,<br />
For the thought of her is one that never dies:<br />
She's sleeping in the valley, the valley, the valley;<br />
She's sleeping in the valley,<br />
And the mocking bird is singing where she lies.<br /><br />

<strong>Chorus:</strong><br />
Listen to the mocking bird, listen to the mocking bird,<br />
The mocking bird still singing o'er her grave;<br />
Listen to the mocking bird, listen to the mocking bird,<br />
Still singing where the weeping willows wave.<br /><br />

Ah! Well I yet remember, remember, remember,<br />
Ah! Well I yet remember,<br />
When we gather'd in the cotton side by side;<br />
'Twas in the mild September, September, September,<br />
'Twas in the mild September,<br />
And the mocking bird was singing far and wide.<br /><br />

<strong>Chorus</strong><br /><br />

When the charms of spring awaken, awaken, awaken,<br />
When the charms of spring awaken,<br />
And the mocking bird is singing on the bough.<br />
I feel like one forsaken, forsaken, forsaken.<br />
I feel like one forsaken,<br />
Since my Hally is no longer with me now.<br /><br />

<strong>Chorus</strong><br /><br />

<hr>

'Twas at the siege of Vicksburg, of Vicksburg, of Vicksburg,<br />
'Twas at the siege of Vicksburg,<br />
When the Parrott shells were whistling through the air!<br /><br />

<strong>Chorus:</strong><br />
Listen to the Parrott shells, listen to the Parrott shells<br />
The Parrott shells were whistling through the air!<br />
Listen to the Parrott shells, listen to the Parrott shells,<br />
The Parrott shells were whistling through the air!<br /><br />

Oh, well we will remember, remember, remember<br />
Tough mule meat, June sans November,<br />
And the minie-balls that whistled through the air!<br /><br />

<strong>Chorus:</strong><br />
Listen to the minie-balls, Listen to the minie-balls,<br />
The minie-balls that whistled through the air!<br />
Listen to the minie-balls, Listen to the minie-balls,<br />
The minie-balls that whistled through the air!",1,2014-12-16 14:49:11,2014-12-16 14:49:11
25,NULL,"Amazing grace - how sweet the sound -<br />
That saved a wretch like me!<br />
I once was lost but now am found,<br />
Was blind but now I see!",1,2014-12-16 14:49:11,2014-12-16 14:49:11
26,NULL,"In old Kentuck' in de afternoon,<br />
We sweep de floor wid a bran new broom,<br />
An' a'ter dat we form a ring,<br />
And dis de song dat we do sing:<br /><br />

<strong>Chorus:</strong><br />
Clare de kitchen old folks, young folks;<br />
Clare de kitchen old folks, young folks.<br />
Old Virginny never tire.<br /><br />

I went to de creek, I couldn't git across,<br />
I'd nobody wid me but an old blind horse;<br />
But old Jim Crow came a-riding by,<br />
Said he, &quot;Old man, your horse will die.&quot;<br /><br />

<strong>Chorus</strong><br /><br />

My horse fell down upon de spot,<br />
Says he, &quot;Don't you see dat his eyes is sot;&quot;<br />
So I took out my knife and off wid his skin,<br />
And he come to life, I'll ride him agin.<br /><br />

<strong>Chorus</strong><br /><br />

A Jay bird sat on a hickery limb.<br />
He wink'd at me, and I wink'd at him.<br />
I pick'd up a stone and I hit him on de shin.<br />
Says he, &quot;You better not do dat again.&quot;<br /><br />

<strong>Chorus</strong><br /><br />

A bullfrog dress'd in soldier's clothes<br />
Went in de field to shoot some crows.<br />
De crows smell powder an' flew away;<br />
De bullfrog mighty mad dat day.<br />
And it's<br /><br />

<strong>Chorus</strong><br /><br />

Den down I went wid Cato Moore,<br />
To see de steamboat come ashore,<br />
Ev'ry man for himself, so I picked up a trunk,<br />
&quot;Leff off,&quot; said de Captain, &quot;Or you burn wid a chunk.&quot;<br />
So<br /><br />

<strong>Chorus</strong><br /><br />

I wish I was back in old Kentuck',<br />
For, since I left it, I've had no luck,<br />
De gals so proud dey won't eat mush,<br />
And ever you go to court 'em dey say, &quot;O hush!&quot;<br /><br />

<strong>Chorus</strong><br /><br />

So now I'se up and off you see,<br />
To take a julep sangeree;<br />
I'll sit upon a tater hill,<br />
And eat a little whippoorwill.<br />
It's<br /><br />

<strong>Chorus</strong><br /><br />",1,2014-12-16 14:49:11,2014-12-16 15:02:21
28,NULL,"The sun shines bright in the old Kentucky home,<br />
'Tis summer, the darkies are gay,<br />
The corn top's ripe, and the meadow's in the bloom<br />
While the birds make music all the day.<br />
The young folks roll on the little cabin floor,<br />
All merry, all happy, and bright:<br />
By n' by Hard Times comes a-knocking at the door,<br />
Then my old Kentucky home, good night.<br /><br />

<strong>Chorus:</strong><br />
Weep no more, my lady! Oh, weep no more today!<br />
We will sing one song for the old Kentucky home,<br />
For the old Kentucky home, far away.<br /><br />

They hunt no more for the 'possum and the coon<br />
On meadow, the hill, and the shore.<br />
They sing no more by the glimmer o' the moon,<br />
On the bench by the old cabin door.<br />
The day goes by like a shadow in the heart,<br />
With sorrow where all was delight.<br />
The time has come when the darkies have to part,<br />
Then my old Kentucky home, good night!<br /><br />

<strong>Chorus (x2)</strong><br /><br />

The head must bow, and the back will have to bend,<br />
Wherever the darkey may go:<br />
A few more days and the troubles all will end<br />
In the field where the sugar-cane grow.<br />
A few more days for to tote the weary load.<br />
No matter! 'Twill never be light.<br />
A few more days till we totter on the road,<br />
Then my old Kentucky home, good night!<br /><br />

<strong>Final Chorus:</strong><br />
Weep no more, my lady! Oh, weep no more today!<br />
<strong>We will sing one song for the old Kentucky home,<br />
For the old Kentucky home, far away. (x2)</strong>",1,2014-12-16 14:49:11,2014-12-16 14:49:11
29,NULL,"There's a yellow rose in Texas<br />
That I am going to see.<br />
No other soldier knows her—<br />
No soldier, only me!<br />
She cried so when I left her,<br />
It like to broke my heart,<br />
And if I ever find her,<br />
We never more shall part.<br /><br />

<strong>Chorus:</strong><br />
She's the sweetest rose of color<br />
This soldier ever knew.<br />
Her eyes are bright as diamonds,<br />
They sparkle like the dew.<br />
You may talk about your dearest May,<br />
And sing of Rosa Lee,<br />
But the Yellow Rose of Texas<br /> 
Beats the belles of Tennessee.<br /><br />

Where the Rio Grande is flowing<br />
And the starry skies are bright,<br />
She walks along the river<br />
In the quiet summer night.<br />
She thinks, if I remember,<br />
When we parted long ago,<br />
I promise to come back again<br />
And not to leave her so.<br /><br />

<strong>Chorus</strong><br /><br />

Well, now I'm headed southward,<br />
And my heart is sinking low.<br />
I'm going back to Georgia<br />
To find my Uncle Joe.<br />
You may talk about your Beauregard<br />
And speak Bobby Lee,<br />
But the gallant Hood of Texas,<br />
He played hell in Tennessee!<br /><br />

<strong>Chorus</strong><br /><br />

Oh, now I'm gonna find her<br />
For my heart is full of woe.<br />
We'll sing the song together<br />
That we sang so long ago.<br />
We'll play the banjo gaily,<br />
And we'll sing the songs of yore,<br />
And the Yellow Rose of Texas<br />
Shall be mine forever more!<br /><br />

<strong>Final Chorus:</strong><br />
She's the sweetest rose of color<br />
This soldier ever knew.<br />
Her eyes are bright as diamonds,<br />
And they sparkle like the dew.<br />
You may talk about your dearest May,<br />
And sing of Rosa Lee,<br />
<strong>But the Yellow Rose of Texas<br /> 
Beats the belles of Tennessee. (x2)</strong>",1,2014-12-16 14:49:11,2014-12-16 14:49:11
30,NULL,"Our flag is proudly floating<br />
On the land and on the main,<br />
Shout, shout the battle cry of Freedom!<br />
Beneath it oft we've conquered,<br />
And we'll conquer oft again!<br />
Shout, shout the battle cry of Freedom!<br /><br />

<strong>Chorus:</strong><br />
Our Dixie forever!<br />
She's never at a loss!<br />
Down with the eagle,<br />
And up with the cross!<br />
And we'll rally 'round the Bonnie Flag,<br />
We'll rally once again,<br />
Shout, shout the battle cry of Freedom!<br /><br />

Our gallant boys have marched<br />
To the rolling of the drum,<br />
Shout, shout the battle cry of Freedom!<br />
And the leaders in charge cry,<br />
&quot;Come, boys, come!&quot;<br />
Shout, shout the battle cry of Freedom!<br /><br />

<strong>Chorus</strong><br /><br />

They have laid down their lives<br />
On the bloody battle field,<br />
Shout, shout the battle cry of Freedom!<br />
Their motto is resistance—<br />
&quot;To tyrants we'll not yield!&quot;<br />
Shout, shout the battle cry of Freedom!<br /><br />

<strong>Chorus (x2)</strong><br /><br />

While our boys have responded<br />
And to the field have gone,<br />
Shout, shout the battle cry of Freedom!<br />
Our noble women also<br />
Have aided them at home,<br />
Shout, shout the battle cry of Freedom!

<strong>Chorus (x2)</strong><br /><br />

We'll shout, shout the battle cry of Freedom!<br /><br />",1,2014-12-16 14:49:11,2014-12-16 15:02:55
32,NULL,"In my prison cell I sit,<br />
Thinking Mother, dear, of you,<br />
And my happy southern home so far away;<br />
And my eyes they fill with tears<br />
'Spite of all that I can do,<br />
Tho' I try to cheer my comrades and be gay! <br /><br />

<strong>Chorus:</strong><br />
Tramp, tramp, tramp,<br />
The boys are marching!<br />
Cheer up, comrades, they will come!<br />
And beneath the stars and bars<br />
We shall breathe the air again<br />
Of freemen in our own beloved home.<br /><br />

In the battle front we stood,<br />
When their fiercest charge they made,<br />
And our soldiers by the thousands sank to die,<br />
But before they reached our lines,<br />
They were driven back dismayed,<br />
And the rebel yell went upward to the sky!<br /><br />

<strong>Chorus</strong><br /><br />

Now our great commander Lee<br />
Crosses broad Potomac's stream,<br />
And his legions marching Northward take their way.<br />
On Pennsylvania's roads<br />
Will their trusty muskets gleam,<br />
And her iron hills shall echo to the fray.<br /><br />

<strong>Chorus (x2)</strong><br /><br />

In the cruel stockade-pen<br />
Dyin' slowly day by day,<br />
For weary months we've waited all in vain;<br />
But if God will speed the way<br />
Of our gallant boys in gray,<br />
I shall see your face, dear Mother, yet again.<br /><br />

<strong>Chorus</strong><br /><br />

<strong>Final Chorus:</strong><br />
Tramp, tramp, tramp,<br />
The boys are marching!<br />
Cheer up, comrades, they will come!<br />
<strong>And beneath the stars and bars<br />
We shall breathe the air again<br />
Of freemen in our own beloved home. (x2)</strong>",1,2014-12-16 14:49:11,2014-12-16 14:49:11
33,NULL,"Oh, I'se from Louisiana as you all know,<br />
Dats where &quot;Jim along Josey's&quot; all go,<br />
Dem folks all rise when de bell does ring,<br />
Dis is de song dat dey do sing.<br /><br />

<strong>Chorus:</strong><br />
Hey get along, get along Josey,<br />
Hey get along, Jim along Joe.<br />
Hey get along, get along Josey,<br />
Hey get along, Jim along Joe.<br /><br />

My sister Rosie doder night did dream,<br />
Dat she was floatin' up and down de stream,<br />
And, when she awoke, she began to cry,<br />
And de white cat picked out de black cat's eye.<br /><br />

<strong>Chorus</strong><br /><br />

Now way down south, not very far off,<br />
A bullfrog died of de hooping cough,<br />
De other side of Mississipp' as you must know,<br />
Dat's where I christen'd my Jim Along Joe.<br /><br />

<strong>Chorus</strong><br /><br />

De New York gents dey tink dey're fine,<br />
Because dey drink dat genuine<br />
De southern gents dey live on mush,<br /> 
And when dey laugh dey say, &quot;Oh hush!&quot;<br /><br />

<strong>Chorus</strong><br /><br />

When I get de new coat I expects to hab soon,<br />
Likewise a new pair of tiny trouserloons,<br />
I walks down Broadway wid my Suzianna,<br />
And de white folks will take me to be Santa Anna.<br /><br />

<strong>Chorus (x2)</strong>",1,2014-12-16 14:49:11,2014-12-16 15:03:18
34,NULL,"Way down in a meadow where the lily first blows,<br />
Where the wind from the mountain ne'er ruffles the rose;<br />
Lives fond Evalina, the sweet little dove,<br />
The pride of the valley, the girl that I love.<br /><br />

<strong>Chorus:</strong><br />
Sweet Evalina, dear Evalina,<br />
My love for you will never, never die!<br />
Dear Evalina, sweet Evalina,<br />
My love for thee will never, never die!<br /><br />

She's fair like the rose, like the lamb she is meek,<br />
And she never was known to put paint on her cheek.<br />
In the most graceful curls hangs her raven black hair,<br />
And she never requires perfumery there.<br /><br />

<strong>Chorus</strong><br /><br />

Evalina and I one fond evening in June,<br />
Took a walk all alone by the light of the moon;<br />
The planets all shone, for the heavens were clear,<br />
And I felt round the heart, oh, most mightily queer.<br /><br />

<strong>Chorus</strong><br /><br />

Three years have gone by, and I've not got a dollar.<br />
Evalina still lives in the green grassy holler.<br />
Although I am fated to marry her never,<br />
I'll love her, for sure, forever and ever.<br /><br />

<strong>Chorus (x2)</strong><br /><br />",1,2014-12-16 14:49:11,2014-12-16 14:49:11
35,NULL,"Southrons, hear your country call you,<br />
Up, lest worse than death befall you!<br />
To arms! To arms! To arms, in Dixie!<br />
Lo! All the beacon-fires are lighted!<br />
Let all hearts be now united!<br />
To arms! To arms! To arms, in Dixie!<br /><br />

<strong>Chorus:</strong><br />
Advance the flag of Dixie! Hurrah! Hurrah!<br />
For Dixie's land we take our stand, and live or die for Dixie!<br />
To arms! To arms! And conquer peace for Dixie!<br />
To arms! To arms! And conquer peace for Dixie!<br /><br />

Hear the Northern thunders mutter!<br />
Northern flags in South winds flutter!<br />
To arms! To arms! To arms, in Dixie!<br />
Send them back your fierce defiance!<br />
Stamp upon the cursed alliance!<br />
To arms! To arms! To arms, in Dixie!<br /><br />

<strong>Chorus</strong><br /><br />

Fear no danger! Shun no labor!<br />
Lift up rifle, pike, and saber!<br />
To arms! To arms! To arms, in Dixie!<br />
Shoulders pressing close to shoulder,<br />
Let the odds make each heart bolder!<br />
To arms! To arms! To arms, in Dixie!<br /><br />

<strong>Chorus</strong><br /><br />

How the South's great heart rejoices<br />
At your cannon's ringing voices!<br />
To arms! To arms! To arms, in Dixie!<br />
For faith betrayed and pledges broken,<br />
Wrongs inflicted, insults spoken,<br />
To arms! To arms! To arms, in Dixie!<br /><br />

<strong>Chorus</strong>",1,2014-12-16 14:49:11,2014-12-16 14:49:11
52,NULL,"<strong>Chorus:</strong><br />
Ride on down to town;<br />
Ride on down to town;<br />
Ride on down to Lynchburg town<br />
To take my tobacco down.<br /><br />

Tobacco sellin' high;<br />
Tobacco sellin' high;<br />
50 cents when it's wet,<br />
An' 60 when it's dry.<br /><br />

Tobacco sellin' low;<br />
Tobacco sellin' low;<br />
Tobacco won't bring 7 cents,<br />
And it ain't no use to go.<br /><br />

<strong>Chorus</strong><br /><br />

Little piece of ashcake;<br />
Little piece of fat;<br />
Some folks gonna grumble,<br />
If you get so much as dat.<br /><br />

Love dem mash potatoes,<br />
Make 'em in de sand.<br />
Love de bacon an' cornbread -<br />
I fry dem in de pan.<br /><br />

<strong>Chorus</strong><br /><br />

Easiest ting I ever did<br />
Was floatin' down on Jim<br />
De hardest thing I ever did do<br />
Was (rowing) back again.<br /><br />

De worst thing that I ever did<br />
I got de bull hung in a vine.<br />
De best thing that I ever did do<br />
Was lovin' dem ladies fine.<br /><br />

<strong>Chorus</strong><br /><br />

Oh, I don't mind to work so hard<br />
Hay is mighty lean.<br />
I don't see de reason<br />
Why some folks treat me so mean.<br /><br />

The times is gettin' hard.<br />
Money's gettin' scarce.<br />
It don't get no better here,<br />
Well, I'm gonna leave this place.<br /><br />

<strong>Chorus (x2)</strong><br /><br />",1,2014-12-16 14:51:59,2014-12-16 15:04:00
53,NULL,"Way down upon de Swanee ribber,<br />
Far, far away,<br />
Dere's war my heart is turnin' ebber,<br />
Dere's war de old folks stay.<br />
All up down de whole creation,<br />
Sadly I roam,<br />
Still longin' for de ole plantation,<br />
And for de ole folks at home.<br /><br />

<strong>Chorus:</strong><br />
All de world am sad and dreary,<br />
Ev'ry where I roam,<br />
Oh! darkies how my heart grows weary,<br />
Far from de old folks at home.<br /><br />

All round de little farm I wandered<br />
When I was young,<br />
Dem many happy days I squandered,<br />
Many de songs I sung.<br />
When I was playin' with my brudder<br />
Happy was I.<br />
Oh! take me to my kind ole mudder,<br />
Dere let me live and die.<br /><br />

<strong>Chorus (x2)</strong><br /><br />

One little hut among de bushes,<br />
One dat I love,<br />
Still sadly to my mem'ry rushes,<br />
No matter where I rove<br />
When will I see de bees a-hummin'<br />
All round de comb?<br />
When will I hear de banjo tummin'<br />
Down in my good ole home?<br /><br />

<strong>Final Chorus:</strong><br />
All de world am sad and dreary,<br />
Ev'ry where I roam,<br />
<strong>Oh! darkies how my heart grows weary,<br />
Far from de old folks at home. (x2)</strong>",1,2014-12-16 14:51:59,2014-12-16 14:51:59
54,NULL,"O Lemuel, my lark!<br />
O Lemuel, my beau!<br />
I'm goin' to give a ball to night,<br />
I'd hab you for to know;<br />
And if you want to dance,<br />
Just dance outside de door;<br />
Because your feet so very large<br />
Dey cober all de floor.<br />
O Lem! Lem! Lem! Lem! Lemuel, I say:<br />
Go down to de cotton field,<br />
And bring dem boys away!<br /><br />

<strong>Chorus:</strong><br />
Go down to de cotton field!<br />
Go down, I say!<br />
Go down and tell dem cotton-pickin' boys,<br />
&quot;We'll work no more to day!&quot;<br /><br />

O Lemuel, my hope!<br />
O Lemuel, my joy!<br />
I'll tell you who'll be at de ball<br />
My woolly headed boy.<br />
Dere's Nelly Bly, you know,<br />
And Juliana Snow,<br />
And cane-brake Kitty likes de boys,<br />
And she'll be sure to go.<br />
O Lem! Lem! Lem! Lem! Lemuel, I say:<br />
Go down to de cotton field<br />
And bring dem boys away!<br /><br />

<strong>Chorus</strong><br /><br />

Oh! Lemuel is tall!<br />
Oh! Lemuel is fair!<br />
Oh! Lemuel gone for a walk<br />
To take de morning air.<br />
He makes de fiddle hum,<br />
He makes de banjo tum,<br />
He rattles on de old jawbone,<br />
And beats upon de drum.<br />
O Lem! Lem! Lem! Lem! Lemuel, I say:<br />
Go down to de cotton field<br />
And bring dem boys away!<br /><br />

<strong>Chorus</strong><br /><br />

O Lemuel, my lark!<br />
O Lemuel, my beau!<br />
I'm goin' to give a ball to night,<br />
I'd hab you for to know;<br />
And if you want to dance,<br />
Just dance outside de door;<br />
Because your feet so very large<br />
Dey cober all de floor.<br />
O Lem! Lem! Lem! Lem! Lemuel, I say:<br />
Go down to de cotton field,<br />
And bring dem boys away!<br /><br />

<strong>Chorus (x2)</strong>",1,2014-12-16 14:51:59,2014-12-16 14:51:59
55,NULL,"I'm old Mister Brown just been from the South <br />
I left Lynchburg in the time of the drought.<br />
The times they got so bad in the place<br />
That folks down there wouldn't show their face.<br /><br />

<strong>Chorus:</strong>
It'll never do to give it up so.<br />
It'll never do to give it up so.<br />
It'll never do to give it up so, Mr. Brown.<br />
It will never do to give it up so.<br /><br />

The old Jim River I floated down.<br />
My [[raft]] I boated run upon the ground.<br />
The pine log come with a rushin' din,<br />
And stove both ends of my old boat in.<br /><br />

<strong>Chorus</strong><br /><br />

The old log rake me aft and fore.<br />
It left my cookhouse lyin' on the shore.<br />
I thought it wouldn't do for to give it up so.<br />
I scull myself ashore with the old banjo.<br /><br />

<strong>Chorus</strong><br /><br />

I lie on de sand and feel sorta glad.<br />
I look at the banjo and feels very mad.<br />
I walks up the bank that's slick as glass;<br />
Up, went my heels and I fell upon the grass.<br /><br />

<strong>Chorus</strong><br /><br />

It will never do to give it up so, Mr. Brown.<br />
I jump up again, and stood upon de ground.<br />
My hollypog out high and dry upon the bank<br />
And float down the river with my back u'on a plank.<br /><br />

<strong>Chorus</strong><br /><br />

Massa on a woodpile barkin' like a dog;<br />
Toad in de millpond sittin' on a log;<br />
Possum up a gumtree with a great big grin;<br />
Come and kiss me gals for you know it ain't a sin!<br /><br />

<strong>Chorus</strong>",1,2014-12-16 14:51:59,2014-12-16 14:51:59
56,NULL,"A-way down in de Kentuck' break,<br />
A darkey lived dey call him Jake;<br />
He pick up on de banjo string,<br />
Dis am de song dat he would sing.<br /><br />

<strong>Chorus:</strong><br />
Ree Ro! My true love,<br />
Oh come along my darling!<br />
So fare you well my Dinah gal,<br />
I'm gwine ober de mountain.<br /><br />

Come, my love, and go with me<br />
I'm gwine away to Tennessee;<br />
A horse and cart shall pull you 'round.<br />
Walk up hill and foot it down.<br /><br />

<strong>Chorus</strong><br /><br />

One kind kiss before we part.<br />
One more kiss would break my heart.<br />
Hitch your horse up to a rail<br />
Make him fast both head and tail.<br /><br />

<strong>Chorus</strong><br /><br />

I fed my horse in a public trough,<br />
De old horse catched de hooping cough<br />
I licked him wid a hick'ry stick<br />
He (pawed) de ground, began to kick.<br /><br />

<strong>Chorus</strong><br /><br />

I hitch him to a swinging limb<br />
De old horse cut de pigeon wing.<br />
Den I wrote de tanner a letter,<br />
I thought de horse was gettin' no better.<br /><br />

<strong>Chorus</strong><br /><br />

De tanner made me dis reply,<br />
&quot;I want de horsehide when he die.&quot;<br />
De tanner he was [[really]] north.<br />
De old horsehide was old and tough.<br /><br />

<strong>Chorus</strong><br /><br />

De ole horse die, I dig a hole.<br />
I cover him up 'ole body and soul.<br />
De tanner come, but soon he found<br />
De horse was too deep underground.<br /><br />

<strong>Chorus</strong><br /><br />

A-way down in de Kentuck' break,<br />
A darkey lived dey call him Jake;<br />
He pick up on de banjo string,<br />
Dis was de song dat he would sing.",1,2014-12-16 14:51:59,2014-12-16 15:05:44
